"QuarterEnding","HBT","HBTQF","PatientType","Specialty","SpecialtyQF","Additions","AdditionsQF","Removals","RemovalsQF","Attended","AttendedQF","ReferredBackToGP","ReferredBackToGPQF","Transferred","TransferredQF","TreatmentNoLongerRequired","TreatmentNoLongerRequiredQF","OtherReasons","OtherReasonsQF"
"20150630","S08000032",,"New Outpatient","D5",,178,,182,,161,,20,,0,,1,,0,
"20160630","S08000032",,"New Outpatient","D5",,214,,173,,160,,13,,0,,0,,0,
"20170630","S08000032",,"New Outpatient","D5",,168,,199,,179,,19,,0,,1,,0,
"20180630","S08000032",,"New Outpatient","D5",,178,,164,,155,,8,,0,,0,,1,
"20190630","S08000032",,"New Outpatient","D5",,156,,106,,90,,12,,0,,2,,2,
"20210630","S08000032",,"New Outpatient","D5",,62,,68,,57,,3,,0,,1,,7,
"20130930","S08000032",,"New Outpatient","D5",,176,,172,,143,,21,,1,,6,,1,
"20140930","S08000032",,"New Outpatient","D5",,187,,147,,134,,13,,0,,0,,0,
"20150930","S08000032",,"New Outpatient","D5",,167,,165,,147,,14,,0,,4,,0,
"20160930","S08000032",,"New Outpatient","D5",,160,,193,,170,,17,,0,,4,,2,
"20170930","S08000032",,"New Outpatient","D5",,183,,207,,185,,18,,0,,2,,2,
"20180930","S08000032",,"New Outpatient","D5",,164,,151,,135,,13,,0,,1,,2,
"20190930","S08000032",,"New Outpatient","D5",,118,,157,,139,,14,,0,,3,,1,
"20200930","S08000032",,"New Outpatient","D5",,22,,7,,0,,0,,0,,1,,6,
"20210930","S08000032",,"New Outpatient","D5",,54,,59,,48,,3,,0,,0,,8,
"20130331","S08000032",,"New Outpatient","D5",,182,,193,,184,,9,,0,,0,,0,
"20140331","S08000032",,"New Outpatient","D5",,172,,213,,191,,17,,0,,3,,2,
"20150331","S08000032",,"New Outpatient","D5",,178,,174,,161,,8,,1,,4,,0,
"20160331","S08000032",,"New Outpatient","D5",,185,,206,,183,,20,,0,,3,,0,
"20170331","S08000032",,"New Outpatient","D5",,190,,207,,185,,18,,0,,2,,2,
"20180331","S08000032",,"New Outpatient","D5",,170,,187,,176,,10,,0,,0,,1,
"20190331","S08000032",,"New Outpatient","D5",,159,,192,,177,,9,,0,,3,,3,
"20200331","S08000032",,"New Outpatient","D5",,145,,155,,120,,9,,0,,3,,23,
"20210331","S08000032",,"New Outpatient","D5",,58,,28,,17,,0,,0,,0,,11,
"20220331","S08000032",,"New Outpatient","D5",,65,,99,,91,,5,,0,,1,,2,
"20121231","S08000032",,"New Outpatient","D5",,204,,198,,183,,12,,0,,3,,0,
"20131231","S08000032",,"New Outpatient","D5",,219,,182,,174,,8,,0,,0,,0,
"20141231","S08000032",,"New Outpatient","D5",,191,,188,,170,,14,,0,,4,,0,
"20151231","S08000032",,"New Outpatient","D5",,203,,167,,147,,19,,0,,1,,0,
"20161231","S08000032",,"New Outpatient","D5",,201,,173,,151,,15,,0,,4,,3,
"20171231","S08000032",,"New Outpatient","D5",,160,,190,,174,,15,,0,,1,,0,
"20181231","S08000032",,"New Outpatient","D5",,167,,163,,146,,14,,0,,2,,1,
"20191231","S08000032",,"New Outpatient","D5",,152,,165,,146,,13,,0,,4,,2,
"20201231","S08000032",,"New Outpatient","D5",,26,,12,,2,,0,,0,,0,,10,
"20211231","S08000032",,"New Outpatient","D5",,101,,93,,79,,5,,0,,2,,7,
"20150331","S08000032",,"New Outpatient","RJ",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20141231","S08000032",,"New Outpatient","RJ",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20130630","S08000032",,"New Outpatient","AF",,919,,782,,665,,66,,2,,42,,7,
"20140630","S08000032",,"New Outpatient","AF",,813,,990,,851,,87,,4,,43,,5,
"20150630","S08000032",,"New Outpatient","AF",,835,,869,,759,,74,,0,,27,,9,
"20160630","S08000032",,"New Outpatient","AF",,941,,897,,764,,71,,0,,51,,11,
"20170630","S08000032",,"New Outpatient","AF",,896,,659,,559,,33,,5,,54,,8,
"20180630","S08000032",,"New Outpatient","AF",,937,,826,,689,,70,,1,,55,,11,
"20190630","S08000032",,"New Outpatient","AF",,930,,829,,739,,52,,5,,24,,9,
"20200630","S08000032",,"New Outpatient","AF",,359,,1011,,925,,41,,0,,25,,20,
"20210630","S08000032",,"New Outpatient","AF",,906,,657,,611,,16,,1,,23,,6,
"20130930","S08000032",,"New Outpatient","AF",,747,,825,,710,,65,,2,,44,,4,
"20140930","S08000032",,"New Outpatient","AF",,812,,952,,790,,122,,4,,30,,6,
"20150930","S08000032",,"New Outpatient","AF",,766,,839,,746,,50,,6,,32,,5,
"20160930","S08000032",,"New Outpatient","AF",,777,,879,,756,,62,,3,,49,,9,
"20170930","S08000032",,"New Outpatient","AF",,673,,1008,,807,,101,,3,,77,,20,
"20180930","S08000032",,"New Outpatient","AF",,813,,963,,809,,74,,4,,60,,16,
"20190930","S08000032",,"New Outpatient","AF",,841,,898,,779,,50,,0,,64,,5,
"20200930","S08000032",,"New Outpatient","AF",,620,,547,,528,,5,,0,,7,,7,
"20210930","S08000032",,"New Outpatient","AF",,777,,693,,618,,41,,3,,21,,10,
"20130331","S08000032",,"New Outpatient","AF",,879,,803,,725,,33,,2,,40,,3,
"20140331","S08000032",,"New Outpatient","AF",,949,,830,,725,,53,,2,,47,,3,
"20150331","S08000032",,"New Outpatient","AF",,1016,,954,,862,,57,,1,,26,,8,
"20160331","S08000032",,"New Outpatient","AF",,1014,,878,,777,,56,,0,,35,,10,
"20170331","S08000032",,"New Outpatient","AF",,1088,,775,,683,,49,,1,,33,,9,
"20180331","S08000032",,"New Outpatient","AF",,1000,,821,,689,,65,,3,,45,,19,
"20190331","S08000032",,"New Outpatient","AF",,1060,,1074,,947,,58,,2,,44,,23,
"20200331","S08000032",,"New Outpatient","AF",,1018,,1114,,1004,,48,,1,,48,,13,
"20210331","S08000032",,"New Outpatient","AF",,789,,883,,817,,31,,4,,27,,4,
"20220331","S08000032",,"New Outpatient","AF",,1045,,789,,694,,34,,2,,42,,17,
"20121231","S08000032",,"New Outpatient","AF",,834,,902,,766,,90,,2,,41,,3,
"20131231","S08000032",,"New Outpatient","AF",,920,,905,,773,,83,,1,,44,,4,
"20141231","S08000032",,"New Outpatient","AF",,916,,969,,852,,78,,1,,30,,8,
"20151231","S08000032",,"New Outpatient","AF",,959,,845,,748,,57,,3,,30,,7,
"20161231","S08000032",,"New Outpatient","AF",,957,,863,,742,,64,,2,,49,,6,
"20171231","S08000032",,"New Outpatient","AF",,905,,1123,,949,,110,,0,,55,,9,
"20181231","S08000032",,"New Outpatient","AF",,998,,1012,,887,,67,,3,,43,,12,
"20191231","S08000032",,"New Outpatient","AF",,1023,,1029,,917,,55,,0,,50,,7,
"20201231","S08000032",,"New Outpatient","AF",,772,,607,,582,,10,,2,,13,,0,
"20211231","S08000032",,"New Outpatient","AF",,1167,,807,,733,,45,,3,,21,,5,
"20130630","S08000032",,"New Outpatient","CA",,116,,138,,122,,7,,1,,8,,0,
"20140630","S08000032",,"New Outpatient","CA",,126,,107,,97,,4,,1,,5,,0,
"20150630","S08000032",,"New Outpatient","CA",,134,,193,,165,,13,,1,,9,,5,
"20160630","S08000032",,"New Outpatient","CA",,137,,150,,139,,5,,1,,5,,0,
"20170630","S08000032",,"New Outpatient","CA",,143,,160,,141,,9,,1,,6,,3,
"20180630","S08000032",,"New Outpatient","CA",,125,,141,,131,,6,,0,,4,,0,
"20190630","S08000032",,"New Outpatient","CA",,130,,161,,142,,9,,0,,7,,3,
"20200630","S08000032",,"New Outpatient","CA",,49,,2,,0,,1,,0,,0,,1,
"20210630","S08000032",,"New Outpatient","CA",,105,,128,,62,,0,,6,,57,,3,
"20130930","S08000032",,"New Outpatient","CA",,113,,99,,91,,3,,2,,3,,0,
"20140930","S08000032",,"New Outpatient","CA",,122,,131,,122,,3,,0,,4,,2,
"20150930","S08000032",,"New Outpatient","CA",,167,,115,,104,,7,,0,,2,,2,
"20160930","S08000032",,"New Outpatient","CA",,145,,119,,104,,3,,0,,7,,5,
"20170930","S08000032",,"New Outpatient","CA",,159,,176,,152,,5,,2,,7,,10,
"20180930","S08000032",,"New Outpatient","CA",,165,,133,,116,,8,,0,,6,,3,
"20190930","S08000032",,"New Outpatient","CA",,172,,140,,127,,8,,0,,2,,3,
"20200930","S08000032",,"New Outpatient","CA",,58,,16,,0,,0,,3,,13,,0,
"20210930","S08000032",,"New Outpatient","CA",,115,,88,,73,,8,,0,,6,,1,
"20130331","S08000032",,"New Outpatient","CA",,121,,154,,137,,3,,4,,8,,2,
"20140331","S08000032",,"New Outpatient","CA",,129,,163,,151,,5,,0,,6,,1,
"20150331","S08000032",,"New Outpatient","CA",,148,,110,,107,,2,,0,,1,,0,
"20160331","S08000032",,"New Outpatient","CA",,161,,161,,131,,17,,2,,10,,1,
"20170331","S08000032",,"New Outpatient","CA",,156,,110,,95,,9,,0,,4,,2,
"20180331","S08000032",,"New Outpatient","CA",,148,,127,,116,,6,,0,,3,,2,
"20190331","S08000032",,"New Outpatient","CA",,160,,153,,137,,3,,1,,9,,3,
"20200331","S08000032",,"New Outpatient","CA",,104,,119,,104,,8,,1,,5,,1,
"20210331","S08000032",,"New Outpatient","CA",,69,,9,,0,,0,,9,,0,,0,
"20220331","S08000032",,"New Outpatient","CA",,70,,183,,162,,8,,1,,12,,0,
"20121231","S08000032",,"New Outpatient","CA",,139,,133,,121,,4,,0,,7,,1,
"20131231","S08000032",,"New Outpatient","CA",,128,,93,,89,,3,,0,,1,,0,
"20141231","S08000032",,"New Outpatient","CA",,131,,134,,122,,3,,1,,6,,2,
"20151231","S08000032",,"New Outpatient","CA",,137,,147,,131,,5,,1,,8,,2,
"20161231","S08000032",,"New Outpatient","CA",,135,,184,,169,,7,,2,,2,,4,
"20171231","S08000032",,"New Outpatient","CA",,123,,126,,111,,7,,0,,4,,4,
"20181231","S08000032",,"New Outpatient","CA",,161,,174,,162,,6,,1,,5,,0,
"20191231","S08000032",,"New Outpatient","CA",,148,,166,,145,,12,,2,,7,,0,
"20201231","S08000032",,"New Outpatient","CA",,52,,6,,1,,0,,5,,0,,0,
"20211231","S08000032",,"New Outpatient","CA",,90,,177,,145,,12,,3,,16,,1,
"20150630","S08000032",,"New Outpatient","C31",,115,,2,,1,,0,,0,,0,,1,
"20160630","S08000032",,"New Outpatient","C31",,450,,483,,339,,126,,0,,13,,5,
"20170630","S08000032",,"New Outpatient","C31",,389,,410,,301,,93,,0,,10,,6,
"20180630","S08000032",,"New Outpatient","C31",,382,,360,,264,,76,,1,,4,,15,
"20190630","S08000032",,"New Outpatient","C31",,368,,354,,267,,81,,0,,2,,4,
"20200630","S08000032",,"New Outpatient","C31",,73,,10,,1,,0,,0,,5,,4,
"20210630","S08000032",,"New Outpatient","C31",,328,,295,,209,,78,,0,,2,,6,
"20150930","S08000032",,"New Outpatient","C31",,391,,67,,57,,1,,0,,1,,8,
"20160930","S08000032",,"New Outpatient","C31",,452,,348,,239,,82,,1,,10,,16,
"20170930","S08000032",,"New Outpatient","C31",,350,,328,,237,,74,,3,,8,,6,
"20180930","S08000032",,"New Outpatient","C31",,326,,336,,256,,55,,2,,13,,10,
"20190930","S08000032",,"New Outpatient","C31",,383,,315,,229,,74,,2,,7,,3,
"20200930","S08000032",,"New Outpatient","C31",,169,,103,,32,,0,,0,,65,,6,
"20210930","S08000032",,"New Outpatient","C31",,313,,321,,218,,86,,0,,5,,12,
"20150331","S08000032",,"New Outpatient","C31",,2,,0,,0,,0,,0,,0,,0,
"20160331","S08000032",,"New Outpatient","C31",,397,,465,,324,,112,,1,,19,,9,
"20170331","S08000032",,"New Outpatient","C31",,338,,414,,299,,90,,0,,18,,7,
"20180331","S08000032",,"New Outpatient","C31",,378,,363,,235,,108,,2,,9,,9,
"20190331","S08000032",,"New Outpatient","C31",,355,,338,,226,,99,,0,,6,,7,
"20200331","S08000032",,"New Outpatient","C31",,356,,364,,214,,123,,2,,4,,21,
"20210331","S08000032",,"New Outpatient","C31",,270,,417,,285,,115,,1,,3,,13,
"20220331","S08000032",,"New Outpatient","C31",,301,,306,,217,,73,,0,,7,,9,
"20151231","S08000032",,"New Outpatient","C31",,409,,528,,379,,127,,0,,14,,8,
"20161231","S08000032",,"New Outpatient","C31",,385,,323,,242,,57,,0,,14,,10,
"20171231","S08000032",,"New Outpatient","C31",,351,,425,,326,,66,,6,,14,,13,
"20181231","S08000032",,"New Outpatient","C31",,280,,328,,243,,65,,1,,12,,7,
"20191231","S08000032",,"New Outpatient","C31",,370,,349,,256,,84,,1,,0,,8,
"20201231","S08000032",,"New Outpatient","C31",,236,,346,,225,,96,,0,,7,,18,
"20211231","S08000032",,"New Outpatient","C31",,313,,310,,236,,60,,1,,0,,13,
"20130630","S08000032",,"New Outpatient","C9",,255,,215,,206,,2,,0,,5,,2,
"20140630","S08000032",,"New Outpatient","C9",,225,,235,,214,,5,,0,,11,,5,
"20150630","S08000032",,"New Outpatient","C9",,225,,232,,211,,6,,0,,12,,3,
"20160630","S08000032",,"New Outpatient","C9",,253,,278,,236,,7,,11,,16,,8,
"20170630","S08000032",,"New Outpatient","C9",,263,,245,,214,,5,,5,,15,,6,
"20180630","S08000032",,"New Outpatient","C9",,440,,378,,344,,5,,0,,11,,18,
"20190630","S08000032",,"New Outpatient","C9",,635,,621,,579,,9,,5,,9,,19,
"20200630","S08000032",,"New Outpatient","C9",,326,,281,,262,,2,,1,,10,,6,
"20210630","S08000032",,"New Outpatient","C9",,737,,688,,611,,10,,43,,12,,12,
"20130930","S08000032",,"New Outpatient","C9",,239,,213,,192,,6,,1,,13,,1,
"20140930","S08000032",,"New Outpatient","C9",,263,,232,,203,,10,,1,,13,,5,
"20150930","S08000032",,"New Outpatient","C9",,253,,224,,206,,5,,1,,8,,4,
"20160930","S08000032",,"New Outpatient","C9",,305,,320,,272,,7,,2,,19,,20,
"20170930","S08000032",,"New Outpatient","C9",,204,,235,,209,,6,,2,,11,,7,
"20180930","S08000032",,"New Outpatient","C9",,604,,517,,475,,3,,2,,13,,24,
"20190930","S08000032",,"New Outpatient","C9",,513,,628,,557,,21,,1,,29,,20,
"20200930","S08000032",,"New Outpatient","C9",,492,,511,,443,,3,,3,,34,,28,
"20210930","S08000032",,"New Outpatient","C9",,790,,723,,627,,15,,50,,20,,11,
"20130331","S08000032",,"New Outpatient","C9",,193,,236,,219,,5,,1,,11,,0,
"20140331","S08000032",,"New Outpatient","C9",,248,,226,,205,,9,,2,,10,,0,
"20150331","S08000032",,"New Outpatient","C9",,221,,197,,182,,2,,0,,10,,3,
"20160331","S08000032",,"New Outpatient","C9",,297,,204,,171,,4,,2,,17,,10,
"20170331","S08000032",,"New Outpatient","C9",,211,,287,,229,,18,,0,,22,,18,
"20180331","S08000032",,"New Outpatient","C9",,346,,393,,360,,6,,0,,10,,17,
"20190331","S08000032",,"New Outpatient","C9",,631,,567,,493,,6,,0,,21,,47,
"20200331","S08000032",,"New Outpatient","C9",,519,,559,,507,,10,,1,,24,,17,
"20210331","S08000032",,"New Outpatient","C9",,613,,632,,542,,13,,44,,12,,21,
"20220331","S08000032",,"New Outpatient","C9",,621,,671,,586,,7,,24,,24,,30,
"20121231","S08000032",,"New Outpatient","C9",,264,,310,,282,,11,,0,,11,,6,
"20131231","S08000032",,"New Outpatient","C9",,251,,244,,218,,8,,3,,13,,2,
"20141231","S08000032",,"New Outpatient","C9",,218,,309,,287,,4,,1,,14,,3,
"20151231","S08000032",,"New Outpatient","C9",,262,,253,,231,,9,,0,,9,,4,
"20161231","S08000032",,"New Outpatient","C9",,284,,259,,233,,3,,1,,10,,12,
"20171231","S08000032",,"New Outpatient","C9",,349,,336,,312,,12,,0,,5,,7,
"20181231","S08000032",,"New Outpatient","C9",,650,,673,,628,,8,,2,,11,,24,
"20191231","S08000032",,"New Outpatient","C9",,549,,557,,491,,10,,6,,26,,24,
"20201231","S08000032",,"New Outpatient","C9",,543,,503,,429,,16,,14,,16,,28,
"20211231","S08000032",,"New Outpatient","C9",,828,,727,,661,,8,,27,,11,,20,
"20130630","S08000032",,"New Outpatient","AG",,129,,133,,117,,6,,0,,9,,1,
"20140630","S08000032",,"New Outpatient","AG",,143,,129,,113,,5,,0,,8,,3,
"20150630","S08000032",,"New Outpatient","AG",,110,,125,,113,,3,,0,,5,,4,
"20160630","S08000032",,"New Outpatient","AG",,148,,140,,132,,4,,0,,3,,1,
"20170630","S08000032",,"New Outpatient","AG",,192,,136,,111,,8,,0,,7,,10,
"20180630","S08000032",,"New Outpatient","AG",,182,,187,,154,,4,,1,,16,,12,
"20190630","S08000032",,"New Outpatient","AG",,141,,170,,152,,3,,0,,9,,6,
"20200630","S08000032",,"New Outpatient","AG",,24,,3,,0,,1,,0,,0,,2,
"20210630","S08000032",,"New Outpatient","AG",,117,,104,,64,,6,,0,,18,,16,
"20130930","S08000032",,"New Outpatient","AG",,149,,149,,136,,5,,0,,5,,3,
"20140930","S08000032",,"New Outpatient","AG",,106,,126,,114,,4,,0,,5,,3,
"20150930","S08000032",,"New Outpatient","AG",,115,,131,,116,,6,,0,,9,,0,
"20160930","S08000032",,"New Outpatient","AG",,155,,118,,104,,4,,0,,6,,4,
"20170930","S08000032",,"New Outpatient","AG",,171,,121,,102,,5,,0,,9,,5,
"20180930","S08000032",,"New Outpatient","AG",,163,,188,,148,,6,,0,,24,,10,
"20190930","S08000032",,"New Outpatient","AG",,152,,160,,145,,6,,0,,6,,3,
"20200930","S08000032",,"New Outpatient","AG",,85,,8,,1,,0,,0,,3,,4,
"20210930","S08000032",,"New Outpatient","AG",,135,,68,,57,,3,,0,,3,,5,
"20130331","S08000032",,"New Outpatient","AG",,140,,141,,131,,6,,0,,3,,1,
"20140331","S08000032",,"New Outpatient","AG",,127,,137,,126,,2,,0,,6,,3,
"20150331","S08000032",,"New Outpatient","AG",,140,,125,,117,,4,,1,,2,,1,
"20160331","S08000032",,"New Outpatient","AG",,116,,111,,100,,8,,0,,2,,1,
"20170331","S08000032",,"New Outpatient","AG",,206,,155,,129,,10,,0,,11,,5,
"20180331","S08000032",,"New Outpatient","AG",,174,,181,,141,,10,,1,,9,,20,
"20190331","S08000032",,"New Outpatient","AG",,164,,282,,263,,2,,0,,10,,7,
"20200331","S08000032",,"New Outpatient","AG",,130,,161,,143,,7,,0,,3,,8,
"20210331","S08000032",,"New Outpatient","AG",,102,,76,,47,,2,,0,,11,,16,
"20220331","S08000032",,"New Outpatient","AG",,122,,130,,100,,4,,0,,8,,18,
"20121231","S08000032",,"New Outpatient","AG",,151,,147,,136,,5,,0,,5,,1,
"20131231","S08000032",,"New Outpatient","AG",,180,,152,,145,,2,,0,,4,,1,
"20141231","S08000032",,"New Outpatient","AG",,116,,107,,98,,7,,0,,1,,1,
"20151231","S08000032",,"New Outpatient","AG",,124,,114,,108,,1,,0,,3,,2,
"20161231","S08000032",,"New Outpatient","AG",,173,,144,,124,,5,,0,,11,,4,
"20171231","S08000032",,"New Outpatient","AG",,166,,112,,79,,6,,0,,11,,16,
"20181231","S08000032",,"New Outpatient","AG",,159,,219,,192,,6,,1,,6,,14,
"20191231","S08000032",,"New Outpatient","AG",,155,,165,,150,,4,,0,,6,,5,
"20201231","S08000032",,"New Outpatient","AG",,120,,83,,56,,2,,0,,16,,9,
"20211231","S08000032",,"New Outpatient","AG",,122,,104,,85,,3,,2,,2,,12,
"20130630","S08000032",,"New Outpatient","AQ",,1429,,1455,,1229,,117,,5,,57,,47,
"20140630","S08000032",,"New Outpatient","AQ",,1561,,1504,,1280,,125,,1,,43,,55,
"20150630","S08000032",,"New Outpatient","AQ",,1625,,1527,,1287,,142,,1,,55,,42,
"20160630","S08000032",,"New Outpatient","AQ",,1756,,1623,,1407,,156,,2,,38,,20,
"20170630","S08000032",,"New Outpatient","AQ",,1613,,1432,,1230,,142,,2,,37,,21,
"20180630","S08000032",,"New Outpatient","AQ",,1378,,1674,,1434,,148,,0,,41,,51,
"20190630","S08000032",,"New Outpatient","AQ",,1561,,1251,,1117,,50,,0,,48,,36,
"20200630","S08000032",,"New Outpatient","AQ",,383,,389,,149,,175,,0,,47,,18,
"20210630","S08000032",,"New Outpatient","AQ",,1240,,1282,,1095,,68,,1,,47,,71,
"20130930","S08000032",,"New Outpatient","AQ",,1114,,1385,,1156,,129,,4,,60,,36,
"20140930","S08000032",,"New Outpatient","AQ",,1448,,1371,,1152,,125,,5,,45,,44,
"20150930","S08000032",,"New Outpatient","AQ",,1535,,1629,,1343,,183,,2,,62,,39,
"20160930","S08000032",,"New Outpatient","AQ",,1633,,1648,,1415,,130,,2,,77,,24,
"20170930","S08000032",,"New Outpatient","AQ",,1427,,1582,,1378,,113,,1,,60,,30,
"20180930","S08000032",,"New Outpatient","AQ",,1433,,1282,,1128,,79,,0,,37,,38,
"20190930","S08000032",,"New Outpatient","AQ",,1684,,1657,,1432,,113,,3,,88,,21,
"20200930","S08000032",,"New Outpatient","AQ",,749,,345,,230,,23,,0,,56,,36,
"20210930","S08000032",,"New Outpatient","AQ",,1252,,1044,,872,,61,,3,,20,,88,
"20130331","S08000032",,"New Outpatient","AQ",,1526,,1264,,1058,,111,,3,,48,,44,
"20140331","S08000032",,"New Outpatient","AQ",,1471,,1260,,1110,,79,,1,,41,,29,
"20150331","S08000032",,"New Outpatient","AQ",,1767,,1692,,1401,,171,,4,,62,,54,
"20160331","S08000032",,"New Outpatient","AQ",,1734,,1524,,1328,,121,,6,,48,,21,
"20170331","S08000032",,"New Outpatient","AQ",,1857,,1859,,1586,,193,,2,,56,,22,
"20180331","S08000032",,"New Outpatient","AQ",,1636,,1455,,1224,,142,,0,,43,,46,
"20190331","S08000032",,"New Outpatient","AQ",,1281,,1182,,1026,,65,,2,,54,,35,
"20200331","S08000032",,"New Outpatient","AQ",,1124,,1170,,1024,,60,,0,,47,,39,
"20210331","S08000032",,"New Outpatient","AQ",,909,,696,,570,,31,,1,,26,,68,
"20220331","S08000032",,"New Outpatient","AQ",,1192,,1101,,961,,62,,1,,34,,43,
"20121231","S08000032",,"New Outpatient","AQ",,1328,,1516,,1300,,131,,4,,54,,27,
"20131231","S08000032",,"New Outpatient","AQ",,1064,,1076,,947,,68,,1,,37,,23,
"20141231","S08000032",,"New Outpatient","AQ",,1746,,1712,,1428,,185,,0,,34,,65,
"20151231","S08000032",,"New Outpatient","AQ",,1490,,2013,,1701,,208,,4,,74,,26,
"20161231","S08000032",,"New Outpatient","AQ",,1506,,1685,,1441,,155,,2,,64,,23,
"20171231","S08000032",,"New Outpatient","AQ",,1630,,1845,,1577,,198,,2,,33,,35,
"20181231","S08000032",,"New Outpatient","AQ",,1259,,1474,,1277,,110,,3,,52,,32,
"20191231","S08000032",,"New Outpatient","AQ",,1300,,1614,,1397,,109,,0,,57,,51,
"20201231","S08000032",,"New Outpatient","AQ",,937,,953,,775,,68,,1,,57,,52,
"20211231","S08000032",,"New Outpatient","AQ",,1171,,1373,,1155,,89,,0,,41,,88,
"20130630","S08000032",,"New Outpatient","AR",,823,,730,,645,,51,,0,,23,,11,
"20140630","S08000032",,"New Outpatient","AR",,806,,772,,684,,53,,0,,14,,21,
"20150630","S08000032",,"New Outpatient","AR",,806,,599,,518,,42,,1,,21,,17,
"20160630","S08000032",,"New Outpatient","AR",,948,,621,,560,,33,,1,,20,,7,
"20170630","S08000032",,"New Outpatient","AR",,887,,803,,727,,42,,1,,20,,13,
"20180630","S08000032",,"New Outpatient","AR",,909,,834,,765,,46,,0,,12,,11,
"20190630","S08000032",,"New Outpatient","AR",,847,,773,,727,,24,,0,,16,,6,
"20200630","S08000032",,"New Outpatient","AR",,308,,317,,267,,16,,0,,8,,26,
"20210630","S08000032",,"New Outpatient","AR",,1506,,1432,,1020,,178,,31,,48,,155,
"20130930","S08000032",,"New Outpatient","AR",,765,,802,,689,,78,,0,,25,,10,
"20140930","S08000032",,"New Outpatient","AR",,792,,619,,555,,37,,2,,12,,13,
"20150930","S08000032",,"New Outpatient","AR",,746,,670,,582,,41,,1,,30,,16,
"20160930","S08000032",,"New Outpatient","AR",,845,,938,,857,,33,,0,,38,,10,
"20170930","S08000032",,"New Outpatient","AR",,791,,912,,841,,42,,0,,12,,17,
"20180930","S08000032",,"New Outpatient","AR",,794,,803,,727,,46,,0,,11,,19,
"20190930","S08000032",,"New Outpatient","AR",,941,,841,,782,,30,,1,,16,,12,
"20200930","S08000032",,"New Outpatient","AR",,696,,339,,262,,6,,1,,34,,36,
"20210930","S08000032",,"New Outpatient","AR",,997,,907,,666,,110,,1,,25,,105,
"20130331","S08000032",,"New Outpatient","AR",,716,,756,,687,,37,,0,,19,,13,
"20140331","S08000032",,"New Outpatient","AR",,828,,825,,755,,39,,1,,27,,3,
"20150331","S08000032",,"New Outpatient","AR",,777,,700,,639,,33,,0,,16,,12,
