FinancialYear,FinancialYearQF,HB,HBQF,Specialty,SpecialtyQF,SpecialtyName,SpecialtyNameQF,SpecialtyGrouping,SpecialtyGroupingQF,AverageAvailableStaffedBeds,AverageAvailableStaffedBedsQF,PercentageOccupancy,PercentageOccupancyQF,AllStaffedBeds,AllStaffedBedsQF,AverageOccupiedBeds,AverageOccupiedBedsQF,TotalOccupiedBeds,TotalOccupiedBedsQF
2015/16,"",S08000016,"",,z,Dental Grouping,d,Dental Grouping,"",0,"",100,"",4,"",0.01092896174863388,"",4,""
2015/16,"",S08000016,"",,z,Learning Disability Grouping,d,Learning Disability Grouping,"",0,"",100,"",147,"",0.4016393442622951,"",147,""
2015/16,"",S08000016,"",,z,Medical Grouping,d,Medical Grouping,"",164,"",89.9,"",59953,"",147.30327868852459,"",53913,""
2015/16,"",S08000016,"",,z,Mental Health Grouping,d,Mental Health Grouping,"",66,"",84.3,"",24255,"",55.84153005464481,"",20438,""
2015/16,"",S08000016,"",,z,Other Grouping,d,Other Grouping,"",90,"",86.7,"",32980,"",78.09289617486338,"",28582,""
2015/16,"",S08000016,"",,z,Paediatrics Grouping,d,Paediatrics Grouping,"",17,"",34.9,"",6295,"",6.0109289617486334,"",2200,""
2015/16,"",S08000016,"",,z,Surgery Grouping,d,Surgery Grouping,"",69,"",76,"",25272,"",52.44808743169399,"",19196,""
2015/16,"",S08000016,"",,z,Women and Newborn Grouping,d,Women and Newborn Grouping,"",20,"",52.4,"",7178,"",10.26775956284153,"",3758,""
2015/16,"",S08000017,"",A1,"",General Medicine,"",Medical Grouping,"",69,"",91.3,"",25249,"",62.99180327868852,"",23055,""
2015/16,"",S08000017,"",A2,"",Cardiology,"",Medical Grouping,"",16,"",100,"",5878,"",16.060109289617486,"",5878,""
2015/16,"",S08000017,"",A7,"",Dermatology,"",Medical Grouping,"",0,"",100,"",22,"",0.060109289617486336,"",22,""
2015/16,"",S08000017,"",A8,"",Endocrinology & Diabetes,"",Medical Grouping,"",0,"",100,"",1,"",0.00273224043715847,"",1,""
2015/16,"",S08000017,"",A9,"",Gastroenterology,"",Medical Grouping,"",10,"",100,"",3708,"",10.131147540983607,"",3708,""
2015/16,"",S08000017,"",AB,"",Geriatric Medicine,"",Medical Grouping,"",134,"",77.9,"",48864,"",103.94808743169399,"",38045,""
2015/16,"",S08000017,"",AF,"",Paediatrics,"",Paediatrics Grouping,"",31,"",37.4,"",11240,"",11.494535519125684,"",4207,""
2015/16,"",S08000017,"",AG,"",Renal Medicine,"",Medical Grouping,"",0,"",100,"",1,"",0.00273224043715847,"",1,""
2015/16,"",S08000017,"",AH,"",Neurology,"",Medical Grouping,"",1,"",100,"",254,"",0.6939890710382514,"",254,""
2015/16,"",S08000017,"",AM,"",Palliative Medicine,"",Medical Grouping,"",8,"",93.7,"",2964,"",7.590163934426229,"",2778,""
2015/16,"",S08000017,"",AP,"",Rehabilitation Medicine,"",Medical Grouping,"",15,"",85,"",5357,"",12.448087431693988,"",4556,""
2015/16,"",S08000017,"",AQ,"",Respiratory Medicine,"",Medical Grouping,"",22,"",100,"",7915,"",21.620218579234972,"",7913,""
2015/16,"",S08000017,"",AR,"",Rheumatology,"",Medical Grouping,"",0,"",100,"",5,"",0.01366120218579235,"",5,""
2015/16,"",S08000017,"",C1,"",General Surgery,"",Surgery Grouping,"",70,"",58.6,"",25585,"",40.96174863387978,"",14992,""
2015/16,"",S08000017,"",C13,"",Oral and Maxillofacial Surgery,"",Surgery Grouping,"",0,"",96.4,"",110,"",0.2896174863387978,"",106,""
2015/16,"",S08000017,"",C2,"",Accident & Emergency,"",Emergency Grouping,"",0,"",,z,0,"",0,"",0,""
2015/16,"",S08000017,"",C3,"",Anaesthetics,"",Surgery Grouping,"",0,"",100,"",18,"",0.04918032786885246,"",18,""
2015/16,"",S08000017,"",C5,"","Ear, Nose & Throat (ENT)","",Surgery Grouping,"",3,"",100,"",953,"",2.6038251366120218,"",953,""
2015/16,"",S08000017,"",C7,"",Ophthalmology,"",Surgery Grouping,"",4,"",9.2,"",1471,"",0.36885245901639346,"",135,""
2015/16,"",S08000017,"",C8,"",Trauma and Orthopaedic Surgery,"",Surgery Grouping,"",34,"",99.1,"",12459,"",33.75136612021858,"",12353,""
2015/16,"",S08000017,"",CB,"",Urology,"",Surgery Grouping,"",4,"",100,"",1459,"",3.9863387978142075,"",1459,""
2015/16,"",S08000017,"",D1,"",Community Dental Practice,"",Dental Grouping,"",0,"",100,"",4,"",0.01092896174863388,"",4,""
2015/16,"",S08000017,"",D3,"",Oral Surgery,"",Dental Grouping,"",0,"",100,"",5,"",0.01366120218579235,"",5,""
2015/16,"",S08000017,"",E11,"",GP Obstetrics,"",Women and Newborn Grouping,"",2,"",1.4,"",734,"",0.0273224043715847,"",10,""
2015/16,"",S08000017,"",E12,"",GP Other than Obstetrics,"",Community Grouping,"",113,"",69.5,"",41187,"",78.22677595628416,"",28631,""
2015/16,"",S08000017,"",F2,"",Gynaecology,"",Women and Newborn Grouping,"",3,"",95.4,"",1047,"",2.7295081967213113,"",999,""
2015/16,"",S08000017,"",F3,"",Obstetrics,"",Women and Newborn Grouping,"",30,"",31.4,"",10910,"",9.349726775956285,"",3422,""
2015/16,"",S08000017,"",G1,"",General Psychiatry (Mental Illness),"",Mental Health Grouping,"",48,"",53.7,"",17597,"",25.8224043715847,"",9451,""
2015/16,"",S08000017,"",G4,"",Psychiatry of Old Age,"",Mental Health Grouping,"",41,"",71.9,"",14853,"",29.1775956284153,"",10679,""
2015/16,"",S08000017,"",G5,"",Learning Disability,"",Learning Disability Grouping,"",17,"",46.8,"",6246,"",7.98087431693989,"",2921,""
2015/16,"",S08000017,"",GLS,"",Geriatric Medicine - long stay unit,"",Other Grouping,"",0,"",100,"",36,"",0.09836065573770492,"",36,""
2015/16,"",S08000017,"",J4,"",Haematology,"",Medical Grouping,"",3,"",100,"",1016,"",2.7759562841530054,"",1016,""
2015/16,"",S08000017,"",XSU,"",Unspecified,"",Other Grouping,"",5,"",0,"",1796,"",0,"",0,""
2015/16,"",S08000017,"",,z,All Acute Specialties,d,All Acute Specialties,d,392,"",81.8,"",143289,"",320.3497267759563,"",117248,""
2015/16,"",S08000017,"",,z,All Specialties,d,All Specialties,d,680,"",71.3,"",248944,"",485.28142076502735,"",177613,""
2015/16,"",S08000017,"",,z,Community Grouping,d,Community Grouping,"",113,"",69.5,"",41187,"",78.22677595628416,"",28631,""
2015/16,"",S08000017,"",,z,Dental Grouping,d,Dental Grouping,"",0,"",100,"",9,"",0.02459016393442623,"",9,""
2015/16,"",S08000017,"",,z,Emergency Grouping,d,Emergency Grouping,"",0,"",,z,0,"",0,"",0,""
2015/16,"",S08000017,"",,z,Learning Disability Grouping,d,Learning Disability Grouping,"",17,"",46.8,"",6246,"",7.98087431693989,"",2921,""
2015/16,"",S08000017,"",,z,Medical Grouping,d,Medical Grouping,"",277,"",86.2,"",101234,"",238.33879781420765,"",87232,""
2015/16,"",S08000017,"",,z,Mental Health Grouping,d,Mental Health Grouping,"",89,"",62,"",32450,"",55,"",20130,""
2015/16,"",S08000017,"",,z,Other Grouping,d,Other Grouping,"",5,"",2,"",1832,"",0.09836065573770492,"",36,""
2015/16,"",S08000017,"",,z,Paediatrics Grouping,d,Paediatrics Grouping,"",31,"",37.4,"",11240,"",11.494535519125684,"",4207,""
2015/16,"",S08000017,"",,z,Surgery Grouping,d,Surgery Grouping,"",115,"",71.4,"",42055,"",82.01092896174863,"",30016,""
2015/16,"",S08000017,"",,z,Women and Newborn Grouping,d,Women and Newborn Grouping,"",35,"",34.9,"",12691,"",12.10655737704918,"",4431,""
2015/16,"",S08000019,"",A1,"",General Medicine,"",Medical Grouping,"",145,"",93.8,"",52889,"",135.5136612021858,"",49598,""
2015/16,"",S08000019,"",A2,"",Cardiology,"",Medical Grouping,"",17,"",63.1,"",6361,"",10.96448087431694,"",4013,""
2015/16,"",S08000019,"",A8,"",Endocrinology & Diabetes,"",Medical Grouping,"",1,"",99.7,"",351,"",0.9562841530054644,"",350,""
2015/16,"",S08000019,"",A9,"",Gastroenterology,"",Medical Grouping,"",7,"",79.2,"",2440,"",5.278688524590164,"",1932,""
2015/16,"",S08000019,"",AB,"",Geriatric Medicine,"",Medical Grouping,"",298,"",97,"",108942,"",288.844262295082,"",105717,""
2015/16,"",S08000019,"",AF,"",Paediatrics,"",Paediatrics Grouping,"",44,"",50.6,"",16163,"",22.34426229508197,"",8178,""
2015/16,"",S08000019,"",AH,"",Neurology,"",Medical Grouping,"",0,"",99.2,"",120,"",0.3251366120218579,"",119,""
2015/16,"",S08000019,"",AP,"",Rehabilitation Medicine,"",Medical Grouping,"",8,"",91.6,"",3065,"",7.674863387978142,"",2809,""
2015/16,"",S08000019,"",AQ,"",Respiratory Medicine,"",Medical Grouping,"",12,"",97.1,"",4487,"",11.904371584699453,"",4357,""
2015/16,"",S08000019,"",C1,"",General Surgery,"",Surgery Grouping,"",62,"",92.4,"",22859,"",57.7103825136612,"",21122,""
2015/16,"",S08000019,"",C13,"",Oral and Maxillofacial Surgery,"",Surgery Grouping,"",0,"",59.1,"",22,"",0.03551912568306011,"",13,""
2015/16,"",S08000019,"",C2,"",Accident & Emergency,"",Emergency Grouping,"",1,"",98.7,"",527,"",1.4207650273224044,"",520,""
2015/16,"",S08000019,"",C3,"",Anaesthetics,"",Surgery Grouping,"",0,"",82.8,"",29,"",0.06557377049180328,"",24,""
2015/16,"",S08000019,"",C5,"","Ear, Nose & Throat (ENT)","",Surgery Grouping,"",4,"",92.1,"",1479,"",3.721311475409836,"",1362,""
2015/16,"",S08000019,"",C7,"",Ophthalmology,"",Surgery Grouping,"",0,"",100,"",141,"",0.38524590163934425,"",141,""
2015/16,"",S08000019,"",C8,"",Trauma and Orthopaedic Surgery,"",Surgery Grouping,"",43,"",94.8,"",15700,"",40.685792349726775,"",14891,""
2015/16,"",S08000019,"",CA,"",Paediatric Surgery,"",Paediatrics Grouping,"",0,"",0,"",1,"",0,"",0,""
2015/16,"",S08000019,"",CB,"",Urology,"",Surgery Grouping,"",9,"",91.7,"",3407,"",8.53825136612022,"",3125,""
2015/16,"",S08000019,"",D3,"",Oral Surgery,"",Dental Grouping,"",0,"",100,"",85,"",0.23224043715846995,"",85,""
2015/16,"",S08000019,"",F2,"",Gynaecology,"",Women and Newborn Grouping,"",8,"",69.3,"",2998,"",5.6775956284153,"",2078,""
2015/16,"",S08000019,"",F3,"",Obstetrics,"",Women and Newborn Grouping,"",30,"",75.6,"",10895,"",22.505464480874316,"",8237,""
2015/16,"",S08000019,"",G1,"",General Psychiatry (Mental Illness),"",Mental Health Grouping,"",120,"",73.7,"",43824,"",88.19672131147541,"",32280,""
2015/16,"",S08000019,"",G3,"",Forensic Psychiatry,"",Mental Health Grouping,"",0,"",96,"",25,"",0.06557377049180328,"",24,""
2015/16,"",S08000019,"",G4,"",Psychiatry of Old Age,"",Mental Health Grouping,"",94,"",84.2,"",34396,"",79.08743169398907,"",28946,""
2015/16,"",S08000019,"",G5,"",Learning Disability,"",Learning Disability Grouping,"",26,"",92.7,"",9638,"",24.42349726775956,"",8939,""
2015/16,"",S08000019,"",GLS,"",Geriatric Medicine - long stay unit,"",Other Grouping,"",123,"",93.3,"",44881,"",114.40983606557377,"",41874,""
2015/16,"",S08000019,"",H1,"",Clinical Radiology,"",Medical Grouping,"",0,"",100,"",1,"",0.00273224043715847,"",1,""
2015/16,"",S08000019,"",J4,"",Haematology,"",Medical Grouping,"",3,"",98.4,"",1258,"",3.3825136612021858,"",1238,""
2015/16,"",S08000019,"",,z,All Acute Specialties,d,All Acute Specialties,d,611,"",94.3,"",223551,"",575.9890710382514,"",210812,""
2015/16,"",S08000019,"",,z,All Specialties,d,All Specialties,d,1057,"",88.4,"",386984,"",934.3524590163935,"",341973,""
2015/16,"",S08000019,"",,z,Dental Grouping,d,Dental Grouping,"",0,"",100,"",85,"",0.23224043715846995,"",85,""
2015/16,"",S08000019,"",,z,Emergency Grouping,d,Emergency Grouping,"",1,"",98.7,"",527,"",1.4207650273224044,"",520,""
2015/16,"",S08000019,"",,z,Learning Disability Grouping,d,Learning Disability Grouping,"",26,"",92.7,"",9638,"",24.42349726775956,"",8939,""
2015/16,"",S08000019,"",,z,Medical Grouping,d,Medical Grouping,"",492,"",94.6,"",179914,"",464.8469945355191,"",170134,""
2015/16,"",S08000019,"",,z,Mental Health Grouping,d,Mental Health Grouping,"",214,"",78.3,"",78245,"",167.34972677595627,"",61250,""
2015/16,"",S08000019,"",,z,Other Grouping,d,Other Grouping,"",123,"",93.3,"",44881,"",114.40983606557377,"",41874,""
2015/16,"",S08000019,"",,z,Paediatrics Grouping,d,Paediatrics Grouping,"",44,"",50.6,"",16164,"",22.34426229508197,"",8178,""
2015/16,"",S08000019,"",,z,Surgery Grouping,d,Surgery Grouping,"",119,"",93.2,"",43637,"",111.14207650273224,"",40678,""
2015/16,"",S08000019,"",,z,Women and Newborn Grouping,d,Women and Newborn Grouping,"",38,"",74.2,"",13893,"",28.183060109289617,"",10315,""
2015/16,"",S08000020,"",A1,"",General Medicine,"",Medical Grouping,"",197,"",83.7,"",71942,"",164.60928961748633,"",60247,""
2015/16,"",S08000020,"",A2,"",Cardiology,"",Medical Grouping,"",44,"",92.7,"",16102,"",40.80327868852459,"",14934,""
2015/16,"",S08000020,"",A6,"",Infectious Diseases,"",Medical Grouping,"",24,"",89.8,"",8695,"",21.34153005464481,"",7811,""
2015/16,"",S08000020,"",A7,"",Dermatology,"",Medical Grouping,"",3,"",50.3,"",1027,"",1.4125683060109289,"",517,""
2015/16,"",S08000020,"",A8,"",Endocrinology & Diabetes,"",Medical Grouping,"",2,"",22.8,"",632,"",0.39344262295081966,"",144,""
2015/16,"",S08000020,"",A9,"",Gastroenterology,"",Medical Grouping,"",34,"",94.2,"",12571,"",32.36612021857923,"",11846,""
2015/16,"",S08000020,"",AB,"",Geriatric Medicine,"",Medical Grouping,"",186,"",92.8,"",68135,"",172.78142076502732,"",63238,""
2015/16,"",S08000020,"",AD,"",Medical Oncology,"",Medical Grouping,"",19,"",94.1,"",7008,"",18.024590163934427,"",6597,""
2015/16,"",S08000020,"",AF,"",Paediatrics,"",Paediatrics Grouping,"",74,"",66.7,"",26991,"",49.202185792349724,"",18008,""
2015/16,"",S08000020,"",AG,"",Renal Medicine,"",Medical Grouping,"",21,"",93.6,"",7779,"",19.887978142076502,"",7279,""
2015/16,"",S08000020,"",AH,"",Neurology,"",Medical Grouping,"",9,"",93.7,"",3458,"",8.852459016393443,"",3240,""
2015/16,"",S08000020,"",AM,"",Palliative Medicine,"",Medical Grouping,"",20,"",87.2,"",7378,"",17.57650273224044,"",6433,""
2015/16,"",S08000020,"",AP,"",Rehabilitation Medicine,"",Medical Grouping,"",68,"",94,"",24910,"",63.967213114754095,"",23412,""
2015/16,"",S08000020,"",AQ,"",Respiratory Medicine,"",Medical Grouping,"",34,"",94,"",12606,"",32.385245901639344,"",11853,""
2015/16,"",S08000020,"",AR,"",Rheumatology,"",Medical Grouping,"",1,"",16.2,"",377,"",0.16666666666666666,"",61,""
2015/16,"",S08000020,"",C1,"",General Surgery,"",Surgery Grouping,"",155,"",89.5,"",56555,"",138.30054644808743,"",50618,""
2015/16,"",S08000020,"",C13,"",Oral and Maxillofacial Surgery,"",Surgery Grouping,"",3,"",100,"",1067,"",2.9153005464480874,"",1067,""
2015/16,"",S08000020,"",C2,"",Accident & Emergency,"",Emergency Grouping,"",8,"",70.5,"",2778,"",5.352459016393443,"",1959,""
2015/16,"",S08000020,"",C3,"",Anaesthetics,"",Surgery Grouping,"",9,"",89.2,"",3391,"",8.262295081967213,"",3024,""
2015/16,"",S08000020,"",C4,"",Cardiothoracic Surgery,"",Surgery Grouping,"",32,"",83.1,"",11575,"",26.26775956284153,"",9614,""
2015/16,"",S08000020,"",C5,"","Ear, Nose & Throat (ENT)","",Surgery Grouping,"",14,"",71.4,"",4985,"",9.726775956284152,"",3560,""
2015/16,"",S08000020,"",C6,"",Neurosurgery,"",Surgery Grouping,"",25,"",96.2,"",9064,"",23.825136612021858,"",8720,""
2015/16,"",S08000020,"",C7,"",Ophthalmology,"",Surgery Grouping,"",6,"",69.6,"",2284,"",4.341530054644808,"",1589,""
2015/16,"",S08000020,"",C8,"",Trauma and Orthopaedic Surgery,"",Surgery Grouping,"",148,"",71.3,"",54154,"",105.48087431693989,"",38606,""
2015/16,"",S08000020,"",C9,"",Plastic Surgery,"",Surgery Grouping,"",15,"",70.5,"",5332,"",10.270491803278688,"",3759,""
2015/16,"",S08000020,"",CA,"",Paediatric Surgery,"",Paediatrics Grouping,"",10,"",43.2,"",3829,"",4.516393442622951,"",1653,""
2015/16,"",S08000020,"",CB,"",Urology,"",Surgery Grouping,"",25,"",75.5,"",9267,"",19.10928961748634,"",6994,""
2015/16,"",S08000020,"",D1,"",Community Dental Practice,"",Dental Grouping,"",0,"",,z,0,"",0,"",0,""
2015/16,"",S08000020,"",D3,"",Oral Surgery,"",Dental Grouping,"",4,"",66.6,"",1387,"",2.5245901639344264,"",924,""
2015/16,"",S08000020,"",D8,"",Paediatric Dentistry,"",Paediatrics Grouping,"",0,"",100,"",1,"",0.00273224043715847,"",1,""
2015/16,"",S08000020,"",E11,"",GP Obstetrics,"",Women and Newborn Grouping,"",0,"",100,"",149,"",0.40710382513661203,"",149,""
2015/16,"",S08000020,"",E12,"",GP Other than Obstetrics,"",Community Grouping,"",287,"",79.8,"",104871,"",228.65027322404373,"",83686,""
2015/16,"",S08000020,"",F2,"",Gynaecology,"",Women and Newborn Grouping,"",22,"",70.3,"",8116,"",15.587431693989071,"",5705,""
2015/16,"",S08000020,"",F3,"",Obstetrics,"",Women and Newborn Grouping,"",99,"",68.6,"",36185,"",67.86065573770492,"",24837,""
2015/16,"",S08000020,"",G1,"",General Psychiatry (Mental Illness),"",Mental Health Grouping,"",170,"",82.5,"",62199,"",140.21038251366122,"",51317,""
2015/16,"",S08000020,"",G2,"",Child & Adolescent Psychiatry,"",Mental Health Grouping,"",1,"",100,"",306,"",0.8360655737704918,"",306,""
2015/16,"",S08000020,"",G3,"",Forensic Psychiatry,"",Mental Health Grouping,"",42,"",79.7,"",15539,"",33.84153005464481,"",12386,""
2015/16,"",S08000020,"",G4,"",Psychiatry of Old Age,"",Mental Health Grouping,"",137,"",77,"",50153,"",105.49726775956285,"",38612,""
2015/16,"",S08000020,"",G5,"",Learning Disability,"",Learning Disability Grouping,"",18,"",76.2,"",6642,"",13.833333333333334,"",5063,""
2015/16,"",S08000020,"",GLS,"",Geriatric Medicine - long stay unit,"",Other Grouping,"",23,"",99.3,"",8324,"",22.57377049180328,"",8262,""
2015/16,"",S08000020,"",H2,"",Clinical Oncology,"",Medical Grouping,"",13,"",91.7,"",4684,"",11.737704918032787,"",4296,""
2015/16,"",S08000020,"",J4,"",Haematology,"",Medical Grouping,"",24,"",94,"",8780,"",22.543715846994534,"",8251,""
2015/16,"",S08000020,"",,z,All Acute Specialties,d,All Acute Specialties,d,1130,"",86.5,"",413758,"",977.3497267759562,"",357710,""
2015/16,"",S08000020,"",,z,All Specialties,d,All Specialties,d,2025,"",82.4,"",741228,"",1668.2459016393443,"",610578,""
2015/16,"",S08000020,"",,z,Community Grouping,d,Community Grouping,"",287,"",79.8,"",104871,"",228.65027322404373,"",83686,""
2015/16,"",S08000020,"",,z,Dental Grouping,d,Dental Grouping,"",4,"",66.6,"",1387,"",2.5245901639344264,"",924,""
2015/16,"",S08000020,"",,z,Emergency Grouping,d,Emergency Grouping,"",8,"",70.5,"",2778,"",5.352459016393443,"",1959,""
2015/16,"",S08000020,"",,z,Learning Disability Grouping,d,Learning Disability Grouping,"",18,"",76.2,"",6642,"",13.833333333333334,"",5063,""
2015/16,"",S08000020,"",,z,Medical Grouping,d,Medical Grouping,"",700,"",89.9,"",256084,"",628.8497267759562,"",230159,""
2015/16,"",S08000020,"",,z,Mental Health Grouping,d,Mental Health Grouping,"",350,"",80,"",128197,"",280.38524590163934,"",102621,""
2015/16,"",S08000020,"",,z,Other Grouping,d,Other Grouping,"",23,"",99.3,"",8324,"",22.57377049180328,"",8262,""
2015/16,"",S08000020,"",,z,Paediatrics Grouping,d,Paediatrics Grouping,"",84,"",63.8,"",30821,"",53.721311475409834,"",19662,""
2015/16,"",S08000020,"",,z,Surgery Grouping,d,Surgery Grouping,"",431,"",80.9,"",157674,"",348.5,"",127551,""
2015/16,"",S08000020,"",,z,Women and Newborn Grouping,d,Women and Newborn Grouping,"",121,"",69,"",44450,"",83.85519125683061,"",30691,""
2015/16,"",S08000022,"",A1,"",General Medicine,"",Medical Grouping,"",167,e,84.9,e,61153,e,141.81147540983608,e,51903,e
2015/16,"",S08000022,"",A2,"",Cardiology,"",Medical Grouping,"",14,e,96.2,e,4954,e,13.024590163934427,e,4767,e
2015/16,"",S08000022,"",A7,"",Dermatology,"",Medical Grouping,"",0,e,21.2,e,113,e,0.06557377049180328,e,24,e
2015/16,"",S08000022,"",A8,"",Endocrinology & Diabetes,"",Medical Grouping,"",0,e,,z,0,e,0,e,0,e
2015/16,"",S08000022,"",A9,"",Gastroenterology,"",Medical Grouping,"",14,e,100,e,5072,e,13.857923497267759,e,5072,e
2015/16,"",S08000022,"",AB,"",Geriatric Medicine,"",Medical Grouping,"",64,e,95.5,e,23456,e,61.23224043715847,e,22411,e
2015/16,"",S08000022,"",AD,"",Medical Oncology,"",Medical Grouping,"",0,e,,z,0,e,0,e,0,e
2015/16,"",S08000022,"",AF,"",Paediatrics,"",Paediatrics Grouping,"",43,e,50,e,15704,e,21.459016393442624,e,7854,e
2015/16,"",S08000022,"",AG,"",Renal Medicine,"",Medical Grouping,"",15,e,91.1,e,5376,e,13.37431693989071,e,4895,e
2015/16,"",S08000022,"",AH,"",Neurology,"",Medical Grouping,"",0,e,100,e,63,e,0.1721311475409836,e,63,e
2015/16,"",S08000022,"",AM,"",Palliative Medicine,"",Medical Grouping,"",3,e,67.3,e,1223,e,2.248633879781421,e,823,e
2015/16,"",S08000022,"",AP,"",Rehabilitation Medicine,"",Medical Grouping,"",27,e,77.6,e,9988,e,21.18032786885246,e,7752,e
2015/16,"",S08000022,"",AQ,"",Respiratory Medicine,"",Medical Grouping,"",32,e,96.9,e,11817,e,31.281420765027324,e,11449,e
2015/16,"",S08000022,"",AR,"",Rheumatology,"",Medical Grouping,"",10,e,70.3,e,3659,e,7.030054644808743,e,2573,e
2015/16,"",S08000022,"",C1,"",General Surgery,"",Surgery Grouping,"",111,e,73.3,e,40688,e,81.46174863387978,e,29815,e
2015/16,"",S08000022,"",C13,"",Oral and Maxillofacial Surgery,"",Surgery Grouping,"",1,e,51.5,e,489,e,0.6885245901639344,e,252,e
2015/16,"",S08000022,"",C2,"",Accident & Emergency,"",Emergency Grouping,"",2,e,87.4,e,844,e,2.0163934426229506,e,738,e
2015/16,"",S08000022,"",C3,"",Anaesthetics,"",Surgery Grouping,"",3,e,56.1,e,1038,e,1.5901639344262295,e,582,e
2015/16,"",S08000022,"",C5,"","Ear, Nose & Throat (ENT)","",Surgery Grouping,"",7,e,92.1,e,2596,e,6.532786885245901,e,2391,e
2015/16,"",S08000022,"",C7,"",Ophthalmology,"",Surgery Grouping,"",3,e,50.8,e,1087,e,1.5081967213114753,e,552,e
2015/16,"",S08000022,"",C8,"",Trauma and Orthopaedic Surgery,"",Surgery Grouping,"",53,e,83,e,19259,e,43.669398907103826,e,15983,e
2015/16,"",S08000022,"",C9,"",Plastic Surgery,"",Surgery Grouping,"",0,e,100,e,16,e,0.04371584699453552,e,16,e
2015/16,"",S08000022,"",CA,"",Paediatric Surgery,"",Paediatrics Grouping,"",0,e,100,e,14,e,0.03825136612021858,e,14,e
